problem_statement,problem_tags,contestId,index,name,type,points,rating
288E - Polo the Penguin and Lucky Numbers,"dp,implementation,math",288,E,Polo the Penguin and Lucky Numbers,PROGRAMMING,2500.0,2800.0
288D - Polo the Penguin and Trees ,"combinatorics,dfs and similar,trees",288,D,Polo the Penguin and Trees ,PROGRAMMING,2000.0,2400.0
288C - Polo the Penguin and XOR operation,"implementation,math",288,C,Polo the Penguin and XOR operation,PROGRAMMING,1500.0,1700.0
288B - Polo the Penguin and Houses ,combinatorics,288,B,Polo the Penguin and Houses ,PROGRAMMING,1000.0,1500.0
288A - Polo the Penguin and Strings,greedy,288,A,Polo the Penguin and Strings,PROGRAMMING,500.0,1300.0
287B - Pipeline,"binary search,math",287,B,Pipeline,PROGRAMMING,1500.0,1700.0
287A - IQ Test,"brute force,implementation",287,A,IQ Test,PROGRAMMING,500.0,1100.0
286E - Ladies' Shop,"constructive algorithms,fft,math",286,E,Ladies' Shop,PROGRAMMING,2500.0,2800.0
286D - Tourists,"data structures,sortings",286,D,Tourists,PROGRAMMING,2000.0,2600.0
286C - Main Sequence,"greedy,implementation",286,C,Main Sequence,PROGRAMMING,1500.0,2100.0
286B - Shifting,implementation,286,B,Shifting,PROGRAMMING,1500.0,2200.0
286A - Lucky Permutation,"constructive algorithms,math",286,A,Lucky Permutation,PROGRAMMING,500.0,1400.0
285E - Positions in Permutations,"combinatorics,dp,math",285,E,Positions in Permutations,PROGRAMMING,2500.0,2600.0
285D - Permutation Sum,"bitmasks,combinatorics,dp,implementation,meet-in-the-middle",285,D,Permutation Sum,PROGRAMMING,2000.0,1900.0
285C - Building Permutation,"greedy,implementation,sortings",285,C,Building Permutation,PROGRAMMING,1500.0,1200.0
285B - Find Marble,implementation,285,B,Find Marble,PROGRAMMING,1000.0,1200.0
285A - Slightly Decreasing Permutations,"greedy,implementation",285,A,Slightly Decreasing Permutations,PROGRAMMING,500.0,1100.0
284B - Cows and Poker Game,"brute force,implementation",284,B,Cows and Poker Game,PROGRAMMING,1000.0,1000.0
284A - Cows and Primitive Roots,"implementation,math,number theory",284,A,Cows and Primitive Roots,PROGRAMMING,500.0,1400.0
283E - Cow Tennis Tournament,"combinatorics,data structures,math",283,E,Cow Tennis Tournament,PROGRAMMING,2500.0,2800.0
283D - Cows and Cool Sequences,"dp,math,number theory",283,D,Cows and Cool Sequences,PROGRAMMING,2000.0,2400.0
283C - Coin Troubles,dp,283,C,Coin Troubles,PROGRAMMING,1500.0,2100.0
283B - Cow Program,"dfs and similar,dp,graphs",283,B,Cow Program,PROGRAMMING,1000.0,1700.0
283A - Cows and Sequence,"constructive algorithms,data structures,implementation",283,A,Cows and Sequence,PROGRAMMING,1000.0,1600.0
282E - Sausage Maximization,"bitmasks,data structures,trees",282,E,Sausage Maximization,PROGRAMMING,2500.0,2200.0
282D - Yet Another Number Game,"dp,games",282,D,Yet Another Number Game,PROGRAMMING,2000.0,2100.0
282C - XOR and OR,"constructive algorithms,implementation,math",282,C,XOR and OR,PROGRAMMING,1500.0,1500.0
282B - Painting Eggs,"greedy,math",282,B,Painting Eggs,PROGRAMMING,1000.0,1500.0
282A - Bit++,implementation,282,A,Bit++,PROGRAMMING,500.0,800.0
281B - Nearest Fraction,"brute force,implementation,two pointers",281,B,Nearest Fraction,PROGRAMMING,1000.0,1700.0
281A - Word Capitalization,"implementation,strings",281,A,Word Capitalization,PROGRAMMING,500.0,800.0
280E - Sequence Transformation,"brute force,data structures,dp,implementation,math",280,E,Sequence Transformation,PROGRAMMING,2500.0,3000.0
280D - k-Maximum Subsequence Sum,"data structures,flows,graphs,implementation",280,D,k-Maximum Subsequence Sum,PROGRAMMING,2000.0,2800.0
280C - Game on Tree,"implementation,math,probabilities,trees",280,C,Game on Tree,PROGRAMMING,1500.0,2200.0
280B - Maximum Xor Secondary,"data structures,implementation,two pointers",280,B,Maximum Xor Secondary,PROGRAMMING,1000.0,1800.0
280A - Rectangle Puzzle,geometry,280,A,Rectangle Puzzle,PROGRAMMING,500.0,2000.0
279E - Beautiful Decomposition,"dp,games,greedy,number theory",279,E,Beautiful Decomposition,PROGRAMMING,2000.0,1900.0
279D - The Minimum Number of Variables,"bitmasks,dp",279,D,The Minimum Number of Variables,PROGRAMMING,2000.0,2200.0
279C - Ladder,"dp,implementation,two pointers",279,C,Ladder,PROGRAMMING,1500.0,1700.0
279B - Books,"binary search,brute force,implementation,two pointers",279,B,Books,PROGRAMMING,1000.0,1400.0
279A - Point on Spiral,"brute force,geometry,implementation",279,A,Point on Spiral,PROGRAMMING,500.0,1400.0
278B - New Problem,"brute force,strings",278,B,New Problem,PROGRAMMING,1000.0,1500.0
278A - Circle Line,implementation,278,A,Circle Line,PROGRAMMING,500.0,800.0
277E - Binary Tree on Plane,"flows,trees",277,E,Binary Tree on Plane,PROGRAMMING,2000.0,2400.0
277D - Google Code Jam,"dp,probabilities",277,D,Google Code Jam,PROGRAMMING,3000.0,2800.0
277C - Game,"games,implementation",277,C,Game,PROGRAMMING,2000.0,2400.0
277B - Set of Points,"constructive algorithms,geometry",277,B,Set of Points,PROGRAMMING,1500.0,2300.0
277A - Learning Languages,"dfs and similar,dsu",277,A,Learning Languages,PROGRAMMING,500.0,1400.0
276E - Little Girl and Problem on Trees,"data structures,graphs,trees",276,E,Little Girl and Problem on Trees,PROGRAMMING,2500.0,2100.0
276D - Little Girl and Maximum XOR,"bitmasks,dp,greedy,implementation,math",276,D,Little Girl and Maximum XOR,PROGRAMMING,2000.0,1700.0
276C - Little Girl and Maximum Sum,"data structures,greedy,implementation,sortings",276,C,Little Girl and Maximum Sum,PROGRAMMING,1500.0,1500.0
276B - Little Girl and Game,"games,greedy",276,B,Little Girl and Game,PROGRAMMING,1000.0,1300.0
276A - Lunch Rush,implementation,276,A,Lunch Rush,PROGRAMMING,500.0,900.0
275B - Convex Shape,"constructive algorithms,implementation",275,B,Convex Shape,PROGRAMMING,1000.0,1700.0
275A - Lights Out,implementation,275,A,Lights Out,PROGRAMMING,500.0,900.0
274E - Mirror Room,"data structures,implementation",274,E,Mirror Room,PROGRAMMING,2000.0,3000.0
274D - Lovely Matrix,"dfs and similar,graphs,greedy,sortings",274,D,Lovely Matrix,PROGRAMMING,2000.0,2200.0
274C - The Last Hole!,"brute force,geometry",274,C,The Last Hole!,PROGRAMMING,1500.0,2600.0
274B - Zero Tree,"dfs and similar,dp,greedy,trees",274,B,Zero Tree,PROGRAMMING,1000.0,1800.0
274A - k-Multiple Free Set,"binary search,greedy,sortings",274,A,k-Multiple Free Set,PROGRAMMING,500.0,1500.0
273E - Dima and Game,"dp,games",273,E,Dima and Game,PROGRAMMING,2500.0,2600.0
273D - Dima and Figure,dp,273,D,Dima and Figure,PROGRAMMING,2000.0,2400.0
272E - Dima and Horses,"combinatorics,constructive algorithms,graphs",272,E,Dima and Horses,PROGRAMMING,2500.0,2200.0
272D - Dima and Two Sequences,"combinatorics,math,sortings",272,D,Dima and Two Sequences,PROGRAMMING,2000.0,1600.0
272C - Dima and Staircase,"data structures,implementation",272,C,Dima and Staircase,PROGRAMMING,1500.0,1500.0
272B - Dima and Sequence,"implementation,math",272,B,Dima and Sequence,PROGRAMMING,1000.0,1400.0
272A - Dima and Friends,"implementation,math",272,A,Dima and Friends,PROGRAMMING,500.0,1000.0
271E - Three Horses,"constructive algorithms,math,number theory",271,E,Three Horses,PROGRAMMING,3000.0,2200.0
271D - Good Substrings,"data structures,strings",271,D,Good Substrings,PROGRAMMING,2000.0,1800.0
271C - Secret,"constructive algorithms,implementation",271,C,Secret,PROGRAMMING,1500.0,1500.0
271B - Prime Matrix,"binary search,brute force,math,number theory",271,B,Prime Matrix,PROGRAMMING,1000.0,1300.0
271A - Beautiful Year,brute force,271,A,Beautiful Year,PROGRAMMING,500.0,800.0
270B - Multithreading,"data structures,greedy,implementation",270,B,Multithreading,PROGRAMMING,1500.0,1400.0
270A - Fancy Fence,"geometry,implementation,math",270,A,Fancy Fence,PROGRAMMING,500.0,1100.0
269E - String Theory,"geometry,math,strings",269,E,String Theory,PROGRAMMING,2500.0,3100.0
269D - Maximum Waterfall,"data structures,dp,graphs,sortings",269,D,Maximum Waterfall,PROGRAMMING,2000.0,2600.0
269C - Flawed Flow,"constructive algorithms,flows,graphs,greedy",269,C,Flawed Flow,PROGRAMMING,1500.0,2100.0
269B - Greenhouse Effect,dp,269,B,Greenhouse Effect,PROGRAMMING,1000.0,1700.0
269A - Magical Boxes,"greedy,math",269,A,Magical Boxes,PROGRAMMING,500.0,1600.0
268E - Playlist,"math,probabilities,sortings",268,E,Playlist,PROGRAMMING,2500.0,2100.0
268D - Wall Bars,dp,268,D,Wall Bars,PROGRAMMING,2500.0,2300.0
268C - Beautiful Sets of Points,"constructive algorithms,implementation",268,C,Beautiful Sets of Points,PROGRAMMING,1500.0,1500.0
268B - Buttons,"implementation,math",268,B,Buttons,PROGRAMMING,1000.0,1000.0
268A - Games,brute force,268,A,Games,PROGRAMMING,500.0,800.0
267C - Berland Traffic,"math,matrices",267,C,Berland Traffic,PROGRAMMING,1500.0,2700.0
267B - Dominoes,"dfs and similar,graphs",267,B,Dominoes,PROGRAMMING,1000.0,2000.0
267A - Subtractions,"math,number theory",267,A,Subtractions,PROGRAMMING,500.0,900.0
266E - More Queries to Array...,"data structures,math",266,E,More Queries to Array...,PROGRAMMING,3000.0,2500.0
266D - BerDonalds,"graphs,math,shortest paths",266,D,BerDonalds,PROGRAMMING,3000.0,2400.0
266C - Below the Diagonal,"constructive algorithms,greedy,math",266,C,Below the Diagonal,PROGRAMMING,2500.0,2100.0
266B - Queue at the School,"constructive algorithms,graph matchings,implementation,shortest paths",266,B,Queue at the School,PROGRAMMING,500.0,800.0
266A - Stones on the Table,implementation,266,A,Stones on the Table,PROGRAMMING,500.0,800.0
265B - Roadside Trees (Simplified Edition),"greedy,implementation",265,B,Roadside Trees (Simplified Edition),PROGRAMMING,1000.0,1000.0
265A - Colorful Stones (Simplified Edition),implementation,265,A,Colorful Stones (Simplified Edition),PROGRAMMING,500.0,800.0
264E - Roadside Trees,"data structures,dp",264,E,Roadside Trees,PROGRAMMING,2500.0,3000.0
264D - Colorful Stones,"dp,two pointers",264,D,Colorful Stones,PROGRAMMING,2000.0,2500.0
264C - Choosing Balls,dp,264,C,Choosing Balls,PROGRAMMING,1500.0,2000.0
264B - Good Sequences,"dp,number theory",264,B,Good Sequences,PROGRAMMING,1000.0,1500.0
264A - Escape from Stones,"constructive algorithms,data structures,implementation,two pointers",264,A,Escape from Stones,PROGRAMMING,500.0,1200.0
263E - Rhombus,"brute force,data structures,dp",263,E,Rhombus,PROGRAMMING,3000.0,2500.0
263D - Cycle in Graph,"dfs and similar,graphs",263,D,Cycle in Graph,PROGRAMMING,2000.0,1800.0
263C - Circle of Numbers,"brute force,dfs and similar,implementation",263,C,Circle of Numbers,PROGRAMMING,2500.0,2000.0
263B - Squares,"greedy,implementation,sortings",263,B,Squares,PROGRAMMING,500.0,900.0
263A - Beautiful Matrix,implementation,263,A,Beautiful Matrix,PROGRAMMING,500.0,800.0
262B - Roma and Changing Signs,greedy,262,B,Roma and Changing Signs,PROGRAMMING,1000.0,1200.0
262A - Roma and Lucky Numbers,implementation,262,A,Roma and Lucky Numbers,PROGRAMMING,500.0,800.0
261E - Maxim and Calculator,"brute force,dp,two pointers",261,E,Maxim and Calculator,PROGRAMMING,2500.0,2800.0
261D - Maxim and Increasing Subsequence,dp,261,D,Maxim and Increasing Subsequence,PROGRAMMING,2000.0,2600.0
261C - Maxim and Matrix,"constructive algorithms,dp,math",261,C,Maxim and Matrix,PROGRAMMING,1500.0,2000.0
261B - Maxim and Restaurant,"dp,math,probabilities",261,B,Maxim and Restaurant,PROGRAMMING,1000.0,1900.0
261A - Maxim and Discounts,"greedy,sortings",261,A,Maxim and Discounts,PROGRAMMING,500.0,1400.0
260E - Dividing Kingdom,"binary search,brute force,data structures",260,E,Dividing Kingdom,PROGRAMMING,2500.0,2500.0
260D - Black and White Tree,"constructive algorithms,dsu,graphs,greedy,trees",260,D,Black and White Tree,PROGRAMMING,2000.0,2100.0
260C - Balls and Boxes,"constructive algorithms,greedy,implementation",260,C,Balls and Boxes,PROGRAMMING,1500.0,1700.0
260B - Ancient Prophesy,"brute force,implementation,strings",260,B,Ancient Prophesy,PROGRAMMING,1000.0,1600.0
260A - Adding Digits,"implementation,math",260,A,Adding Digits,PROGRAMMING,500.0,1400.0
259B - Little Elephant and Magic Square,"brute force,implementation",259,B,Little Elephant and Magic Square,PROGRAMMING,1000.0,1100.0
259A - Little Elephant and Chess,"brute force,strings",259,A,Little Elephant and Chess,PROGRAMMING,500.0,1000.0
258E - Little Elephant and Tree,"data structures,dfs and similar,trees",258,E,Little Elephant and Tree,PROGRAMMING,2500.0,2400.0
258D - Little Elephant and Broken Sorting,"dp,math,probabilities",258,D,Little Elephant and Broken Sorting,PROGRAMMING,2000.0,2600.0
258C - Little Elephant and LCM,"binary search,combinatorics,dp,math",258,C,Little Elephant and LCM,PROGRAMMING,1500.0,2000.0
258B - Little Elephant and Elections,"brute force,combinatorics,dp",258,B,Little Elephant and Elections,PROGRAMMING,1000.0,1900.0
258A - Little Elephant and Bits,"greedy,math",258,A,Little Elephant and Bits,PROGRAMMING,500.0,1100.0
257E - Greedy Elevator,"data structures,implementation",257,E,Greedy Elevator,PROGRAMMING,3000.0,2200.0
257D - Sum,"greedy,math",257,D,Sum,PROGRAMMING,2000.0,1900.0
257C - View Angle,"brute force,geometry,math",257,C,View Angle,PROGRAMMING,1500.0,1800.0
257B - Playing Cubes,"games,greedy,implementation",257,B,Playing Cubes,PROGRAMMING,500.0,1300.0
257A - Sockets,"greedy,implementation,sortings",257,A,Sockets,PROGRAMMING,500.0,1100.0
256E - Lucky Arrays,data structures,256,E,Lucky Arrays,PROGRAMMING,2500.0,2400.0
256D - Liars and Serge,dp,256,D,Liars and Serge,PROGRAMMING,2000.0,2700.0
255E - Furlo and Rublo and Game,"games,implementation,math",255,E,Furlo and Rublo and Game,PROGRAMMING,2500.0,2200.0
255D - Mr. Bender and Square,"binary search,implementation,math",255,D,Mr. Bender and Square,PROGRAMMING,2000.0,1800.0
255C - Almost Arithmetical Progression,"brute force,dp",255,C,Almost Arithmetical Progression,PROGRAMMING,1500.0,1500.0
255B - Code Parsing,implementation,255,B,Code Parsing,PROGRAMMING,1000.0,1200.0
255A - Greg's Workout,implementation,255,A,Greg's Workout,PROGRAMMING,500.0,800.0
254E - Dormitory,"dp,implementation",254,E,Dormitory,PROGRAMMING,2500.0,2100.0
254D - Rats,"brute force,dfs and similar,graphs,implementation,shortest paths",254,D,Rats,PROGRAMMING,2000.0,2300.0
254C - Anagram,"greedy,strings",254,C,Anagram,PROGRAMMING,1500.0,1800.0
254B - Jury Size,"brute force,implementation",254,B,Jury Size,PROGRAMMING,1000.0,1500.0
254A - Cards with Numbers,"constructive algorithms,sortings",254,A,Cards with Numbers,PROGRAMMING,500.0,1200.0
253E - Printer,"binary search,data structures,implementation,sortings",253,E,Printer,PROGRAMMING,2500.0,2200.0
253D - Table with Letters - 2,"brute force,two pointers",253,D,Table with Letters - 2,PROGRAMMING,2000.0,2000.0
253C - Text Editor,"data structures,dfs and similar,graphs,greedy,shortest paths",253,C,Text Editor,PROGRAMMING,1500.0,1600.0
253B - Physics Practical,"binary search,dp,sortings,two pointers",253,B,Physics Practical,PROGRAMMING,1000.0,1400.0
253A - Boys and Girls,greedy,253,A,Boys and Girls,PROGRAMMING,500.0,1100.0
252B - Unsorting Array,"brute force,sortings",252,B,Unsorting Array,PROGRAMMING,1000.0,1800.0
252A - Little Xor,"brute force,implementation",252,A,Little Xor,PROGRAMMING,500.0,1100.0
251E - Tree and Table,"dfs and similar,dp,implementation,trees",251,E,Tree and Table,PROGRAMMING,2500.0,3000.0
251D - Two Sets,"bitmasks,math",251,D,Two Sets,PROGRAMMING,2000.0,2700.0
251C - Number Transformation,"dp,greedy,number theory",251,C,Number Transformation,PROGRAMMING,1500.0,2000.0
251B - Playing with Permutations,"implementation,math",251,B,Playing with Permutations,PROGRAMMING,1000.0,1800.0
251A - Points on Line,"binary search,combinatorics,two pointers",251,A,Points on Line,PROGRAMMING,500.0,1300.0
250E - Mad Joe,brute force,250,E,Mad Joe,PROGRAMMING,2000.0,2000.0
250D - Building Bridge,"geometry,ternary search,two pointers",250,D,Building Bridge,PROGRAMMING,1500.0,1900.0
250C - Movie Critics,greedy,250,C,Movie Critics,PROGRAMMING,1500.0,1600.0
250B - Restoring IPv6,"implementation,strings",250,B,Restoring IPv6,PROGRAMMING,1000.0,1500.0
250A - Paper Work,greedy,250,A,Paper Work,PROGRAMMING,500.0,1000.0
249E - Endless Matrix,math,249,E,Endless Matrix,PROGRAMMING,2500.0,2600.0
249D - Donkey and Stars,"data structures,dp,geometry,math,sortings",249,D,Donkey and Stars,PROGRAMMING,1500.0,2700.0
248E - Piglet's Birthday,"dp,math,probabilities",248,E,Piglet's Birthday,PROGRAMMING,2500.0,2600.0
248D - Sweets for Everyone!,"binary search,greedy,implementation",248,D,Sweets for Everyone!,PROGRAMMING,2000.0,2300.0
248C - Robo-Footballer,"binary search,geometry",248,C,Robo-Footballer,PROGRAMMING,2000.0,2000.0
248B - Chilly Willy,"math,number theory",248,B,Chilly Willy,PROGRAMMING,1000.0,1400.0
248A - Cupboards,implementation,248,A,Cupboards,PROGRAMMING,500.0,800.0
246E - Blood Cousins Return,"binary search,data structures,dfs and similar,dp,sortings",246,E,Blood Cousins Return,PROGRAMMING,2500.0,2400.0
246D - Colorful Graph,"brute force,dfs and similar,graphs",246,D,Colorful Graph,PROGRAMMING,2000.0,1600.0
246C - Beauty Pageant,"brute force,constructive algorithms,greedy",246,C,Beauty Pageant,PROGRAMMING,1500.0,1600.0
246B - Increase and Decrease,"greedy,math",246,B,Increase and Decrease,PROGRAMMING,1000.0,1300.0
246A - Buggy Sorting,"constructive algorithms,greedy,sortings",246,A,Buggy Sorting,PROGRAMMING,500.0,900.0
245H - Queries for Number of Palindromes,"dp,hashing,strings",245,H,Queries for Number of Palindromes,PROGRAMMING,,1800.0
245G - Suggested Friends,"brute force,graphs",245,G,Suggested Friends,PROGRAMMING,,2200.0
245F - Log Stream Analysis,"binary search,brute force,implementation,strings",245,F,Log Stream Analysis,PROGRAMMING,,2000.0
245E - Mishap in Club,"greedy,implementation",245,E,Mishap in Club,PROGRAMMING,,1400.0
245D - Restoring Table,"constructive algorithms,greedy",245,D,Restoring Table,PROGRAMMING,,1500.0
245C - Game with Coins,greedy,245,C,Game with Coins,PROGRAMMING,,1700.0
245B - Internet Address,"implementation,strings",245,B,Internet Address,PROGRAMMING,,1100.0
245A - System Administrator,implementation,245,A,System Administrator,PROGRAMMING,,800.0
244B - Undoubtedly Lucky Numbers,"bitmasks,brute force,dfs and similar",244,B,Undoubtedly Lucky Numbers,PROGRAMMING,1000.0,1600.0
244A - Dividing Orange,implementation,244,A,Dividing Orange,PROGRAMMING,500.0,900.0
243E - Matrix,data structures,243,E,Matrix,PROGRAMMING,2500.0,3000.0
243D - Cubes,"data structures,dp,geometry,two pointers",243,D,Cubes,PROGRAMMING,2000.0,2700.0
243C - Colorado Potato Beetle,"dfs and similar,implementation",243,C,Colorado Potato Beetle,PROGRAMMING,1500.0,2200.0
243B - Hydra,"graphs,sortings",243,B,Hydra,PROGRAMMING,1000.0,2000.0
243A - The Brand New Function,bitmasks,243,A,The Brand New Function,PROGRAMMING,500.0,1600.0
242E - XOR on Segment,"bitmasks,data structures",242,E,XOR on Segment,PROGRAMMING,2500.0,2000.0
242D - Dispute,"dfs and similar,graphs,greedy",242,D,Dispute,PROGRAMMING,2000.0,2100.0
242C - King's Path,"dfs and similar,graphs,hashing,shortest paths",242,C,King's Path,PROGRAMMING,1500.0,1800.0
242B - Big Segment,"implementation,sortings",242,B,Big Segment,PROGRAMMING,1000.0,1100.0
242A - Heads or Tails,"brute force,implementation",242,A,Heads or Tails,PROGRAMMING,500.0,1100.0
241G - Challenging Balloons,constructive algorithms,241,G,Challenging Balloons,PROGRAMMING,,1900.0
241F - Race,"brute force,implementation",241,F,Race,PROGRAMMING,,2300.0
241E - Flights,"graphs,shortest paths",241,E,Flights,PROGRAMMING,,2600.0
241D - Numbers,,241,D,Numbers,PROGRAMMING,,2900.0
241C - Mirror Box,"geometry,implementation",241,C,Mirror Box,PROGRAMMING,,2000.0
241B - Friends,"binary search,bitmasks,data structures,math",241,B,Friends,PROGRAMMING,,2700.0
241A - Old Peykan,greedy,241,A,Old Peykan,PROGRAMMING,,1300.0
240F - TorCoder,data structures,240,F,TorCoder,PROGRAMMING,,2600.0
240E - Road Repairs,"dfs and similar,graphs,greedy",240,E,Road Repairs,PROGRAMMING,,2800.0
239B - Easy Tape Programming,"brute force,implementation",239,B,Easy Tape Programming,PROGRAMMING,1000.0,1500.0
239A - Two Bags of Potatoes,"greedy,implementation,math",239,A,Two Bags of Potatoes,PROGRAMMING,500.0,1200.0
238E - Meeting Her,"dp,graphs,shortest paths",238,E,Meeting Her,PROGRAMMING,2500.0,2600.0
238D - Tape Programming,"data structures,implementation",238,D,Tape Programming,PROGRAMMING,2000.0,2900.0
238C - World Eater Brothers,"dfs and similar,dp,greedy,trees",238,C,World Eater Brothers,PROGRAMMING,1500.0,2100.0
238B - Boring Partition,constructive algorithms,238,B,Boring Partition,PROGRAMMING,1000.0,1800.0
238A - Not Wool Sequences,"constructive algorithms,math",238,A,Not Wool Sequences,PROGRAMMING,500.0,1300.0
237E - Build String,"flows,graphs",237,E,Build String,PROGRAMMING,2500.0,2000.0
237D - T-decomposition,"dfs and similar,graphs,greedy,trees",237,D,T-decomposition,PROGRAMMING,2000.0,2000.0
237C - Primes on Interval,"binary search,number theory,two pointers",237,C,Primes on Interval,PROGRAMMING,1500.0,1600.0
237B - Young Table,"implementation,sortings",237,B,Young Table,PROGRAMMING,1000.0,1500.0
237A - Free Cash,implementation,237,A,Free Cash,PROGRAMMING,500.0,1000.0
236B - Easy Number Challenge,"implementation,number theory",236,B,Easy Number Challenge,PROGRAMMING,1000.0,1300.0
236A - Boy or Girl,"brute force,implementation,strings",236,A,Boy or Girl,PROGRAMMING,500.0,800.0
235E - Number Challenge,"combinatorics,dp,implementation,math,number theory",235,E,Number Challenge,PROGRAMMING,2500.0,2600.0
235D - Graph Game,graphs,235,D,Graph Game,PROGRAMMING,2000.0,3000.0
235C - Cyclical Quest,"data structures,string suffix structures,strings",235,C,Cyclical Quest,PROGRAMMING,1500.0,2700.0
235B - Let's Play Osu!,"dp,math,probabilities",235,B,Let's Play Osu!,PROGRAMMING,1000.0,2000.0
235A - LCM Challenge,number theory,235,A,LCM Challenge,PROGRAMMING,500.0,1600.0
234H - Merging Two Decks,"constructive algorithms,greedy",234,H,Merging Two Decks,PROGRAMMING,,2000.0
234G - Practice,"constructive algorithms,divide and conquer,implementation",234,G,Practice,PROGRAMMING,,1600.0
234F - Fence,dp,234,F,Fence,PROGRAMMING,,1800.0
234E - Champions' League,implementation,234,E,Champions' League,PROGRAMMING,,1600.0
234D - Cinema,implementation,234,D,Cinema,PROGRAMMING,,1600.0
234C - Weather,"dp,implementation",234,C,Weather,PROGRAMMING,,1300.0
234B - Reading,sortings,234,B,Reading,PROGRAMMING,,1000.0
234A - Lefthanders and Righthanders ,implementation,234,A,Lefthanders and Righthanders ,PROGRAMMING,,1200.0
233B - Non-square Equation,"binary search,brute force,math",233,B,Non-square Equation,PROGRAMMING,1000.0,1400.0
233A - Perfect Permutation,"implementation,math",233,A,Perfect Permutation,PROGRAMMING,500.0,800.0
232E - Quick Tortoise,"bitmasks,divide and conquer,dp",232,E,Quick Tortoise,PROGRAMMING,2500.0,3000.0
232D - Fence,"binary search,data structures,string suffix structures",232,D,Fence,PROGRAMMING,2000.0,2900.0
232C - Doe Graphs,"constructive algorithms,divide and conquer,dp,graphs,shortest paths",232,C,Doe Graphs,PROGRAMMING,1500.0,2600.0
232B - Table,"bitmasks,combinatorics,dp,math",232,B,Table,PROGRAMMING,1000.0,1900.0
232A - Cycles,"binary search,constructive algorithms,graphs,greedy",232,A,Cycles,PROGRAMMING,500.0,1600.0
231E - Cactus,"data structures,dfs and similar,dp,graphs,trees",231,E,Cactus,PROGRAMMING,2500.0,2100.0
231D - Magic Box,"brute force,geometry",231,D,Magic Box,PROGRAMMING,2000.0,1600.0
231C - To Add or Not to Add,"binary search,sortings,two pointers",231,C,To Add or Not to Add,PROGRAMMING,1500.0,1600.0
"231B - Magic, Wizardry and Wonders","constructive algorithms,greedy",231,B,"Magic, Wizardry and Wonders",PROGRAMMING,1000.0,1500.0
231A - Team,"brute force,greedy",231,A,Team,PROGRAMMING,500.0,800.0
230B - T-primes,"binary search,implementation,math,number theory",230,B,T-primes,PROGRAMMING,500.0,1300.0
230A - Dragons,"greedy,sortings",230,A,Dragons,PROGRAMMING,500.0,1000.0
229E - Gifts,"combinatorics,dp,math,probabilities",229,E,Gifts,PROGRAMMING,3000.0,2600.0
229D - Towers,"dp,greedy,two pointers",229,D,Towers,PROGRAMMING,1000.0,2100.0
229C - Triangles,"combinatorics,graphs,math",229,C,Triangles,PROGRAMMING,1000.0,1900.0
229B - Planets,"binary search,data structures,graphs,shortest paths",229,B,Planets,PROGRAMMING,500.0,1700.0
229A - Shifts,"brute force,two pointers",229,A,Shifts,PROGRAMMING,500.0,1500.0
228E - The Road to Berland is Paved With Good Intentions,"2-sat,dfs and similar,dsu,graphs",228,E,The Road to Berland is Paved With Good Intentions,PROGRAMMING,2500.0,1900.0
228D - Zigzag,data structures,228,D,Zigzag,PROGRAMMING,2000.0,2100.0
228C - Fractal Detector,"dp,hashing",228,C,Fractal Detector,PROGRAMMING,1500.0,2000.0
228B - Two Tables,"brute force,implementation",228,B,Two Tables,PROGRAMMING,1000.0,1400.0
228A - Is your horseshoe on the other hoof?,implementation,228,A,Is your horseshoe on the other hoof?,PROGRAMMING,500.0,800.0
227B - Effective Approach,implementation,227,B,Effective Approach,PROGRAMMING,1000.0,1100.0
227A - Where do I Turn?,geometry,227,A,Where do I Turn?,PROGRAMMING,500.0,1300.0
226E - Noble Knight's Path,"data structures,trees",226,E,Noble Knight's Path,PROGRAMMING,2500.0,2900.0
226D - The table,"constructive algorithms,greedy",226,D,The table,PROGRAMMING,2000.0,2100.0
226C - Anniversary,"data structures,implementation,math,matrices,number theory",226,C,Anniversary,PROGRAMMING,1500.0,2400.0
226B - Naughty Stone Piles,greedy,226,B,Naughty Stone Piles,PROGRAMMING,1000.0,1900.0
226A - Flying Saucer Segments,math,226,A,Flying Saucer Segments,PROGRAMMING,500.0,1400.0
225E - Unsolvable,"math,number theory",225,E,Unsolvable,PROGRAMMING,3000.0,2100.0
225D - Snake,"bitmasks,dfs and similar,graphs,implementation",225,D,Snake,PROGRAMMING,3000.0,2200.0
225C - Barcode,"dp,matrices",225,C,Barcode,PROGRAMMING,1500.0,1700.0
225B - Well-known Numbers,"binary search,greedy,number theory",225,B,Well-known Numbers,PROGRAMMING,1000.0,1600.0
225A - Dice Tower,"constructive algorithms,greedy",225,A,Dice Tower,PROGRAMMING,500.0,1100.0
224B - Array,"bitmasks,implementation,two pointers",224,B,Array,PROGRAMMING,1000.0,1500.0
224A - Parallelepiped,"brute force,geometry,math",224,A,Parallelepiped,PROGRAMMING,500.0,1100.0
223E - Planar Graph,"flows,geometry,graphs",223,E,Planar Graph,PROGRAMMING,2500.0,3000.0
223D - Spider,"geometry,graphs",223,D,Spider,PROGRAMMING,2000.0,3000.0
223C - Partial Sums,"combinatorics,math,number theory",223,C,Partial Sums,PROGRAMMING,1500.0,1900.0
223B - Two Strings,"data structures,dp,strings",223,B,Two Strings,PROGRAMMING,1000.0,1900.0
